NGC,Name,Type,Constellation,Magnitude,RA,Dec,Size
I5370,,Gx,And,15.0,0.0016666666666666668,32.75,0.7
I5371,,,And,,0.0033333333333333335,32.81666666666667,
7801,,-,Cas,,0.006666666666666667,50.7,
I5372,,Gx,And,15.0,0.006666666666666667,32.78333333333333,0.7
I5373,,Gx,And,15.0,0.006666666666666667,32.78333333333333,0.7
7802,,Gx,Psc,14.0,0.018333333333333333,6.216666666666667,
I5374,,,Psc,,0.018333333333333333,4.5,
I5375,,Gx,Psc,14.0,0.018333333333333333,4.516666666666667,0.9
7804,,,Psc,,0.021666666666666667,7.75,
7803,,Gx,Peg,14.0,0.02333333333333333,13.1,
7805,,Gx,Peg,14.0,0.02333333333333333,31.433333333333334,1.4
I5376,,Gx,And,15.0,0.02333333333333333,34.53333333333333,2.1
7806,,Gx,Peg,14.0,0.025,31.45,1.3
I1526,,Gx,Peg,15.0,0.02666666666666667,11.35,
I5377,,Gx,Peg,16.0,0.035,16.6,1.3
7809,,Gx,Psc,15.0,0.03666666666666667,2.9333333333333336,
7810,,Gx,Peg,14.0,0.04,12.95,
I1527,,,Psc,,0.04,4.116666666666666,
7811,,Gx,Psc,15.0,0.041666666666666664,3.3333333333333335,
I5378,,,Peg,,0.043333333333333335,16.616666666666667,
I5379,,,Peg,,0.045000000000000005,16.583333333333332,
I5380,,,Tuc,,0.045000000000000005,-66.18333333333334,
7812,,Gx,Scl,,0.04833333333333333,-34.25,
7813,,Gx,Cet,15.0,0.05333333333333334,-11.983333333333333,
I5381,,Gx,Peg,,0.05333333333333334,15.966666666666667,1.5
7814,,Gx,Peg,10.5,0.055,16.15,6.3
7815,,-,Peg,,0.056666666666666664,20.683333333333334,
I5382,,,Tuc,,0.056666666666666664,-65.18333333333334,
7808,,Gx,Cet,14.0,0.058333333333333334,-10.75,
7822,,Nb,Cep,,0.060000000000000005,68.61666666666666,60.0
7816,,Gx,Psc,14.0,0.06333333333333332,7.466666666666667,1.9
I5383,,,Peg,,0.06333333333333332,16.0,
7817,,Gx,Peg,12.0,0.06666666666666667,20.75,3.7
7818,,Gx,Psc,15.0,0.07,7.35,
I5384,,Gx,Cet,15.0,0.07,-11.966666666666667,0.8
7819,,Gx,Peg,14.0,0.07333333333333333,31.483333333333334,2.0
7820,,Gx,Psc,14.0,0.07666666666666666,5.183333333333334,
7823,,Gx,Tuc,,0.08,-62.06666666666667,1.4
I1528,,,Psc,,0.08499999999999999,-3.1166666666666667,
7824,,Gx,Psc,14.0,0.08666666666666667,6.9,
7825,,Gx,Psc,15.0,0.08666666666666667,5.2,
7826,,-,Cet,,0.08666666666666667,-20.733333333333334,
I1529,,,Cet,,0.08666666666666667,-11.5,
7821,,Gx,Cet,14.0,0.08833333333333333,-16.483333333333334,
7827,,Gx,Psc,14.0,0.09166666666666666,5.216666666666667,
7830,,*,Psc,,0.10333333333333333,8.366666666666667,
7828,,Gx,Cet,,0.10666666666666667,-13.4,
7829,,Gx,Cet,,0.10666666666666667,-13.4,
I5385,,,Psc,,0.10666666666666667,-0.06666666666666667,
7833,,-,Peg,,0.10833333333333334,27.633333333333333,
I5386,,,Psc,,0.10833333333333334,-3.716666666666667,
7832,,Gx,Psc,13.0,0.11,-3.7,
7834,,Gx,Psc,15.0,0.11166666666666666,8.35,
7835,,Gx,Psc,15.0,0.11333333333333333,8.416666666666666,
7837,,Gx,Psc,16.0,0.115,8.333333333333334,
7838,,Gx,Psc,15.0,0.11666666666666667,8.333333333333334,
7839,,D*,Peg,,0.11666666666666667,27.633333333333333,
7840,,Gx,Psc,,0.11833333333333333,8.55,
1,,Gx,Peg,13.0,0.12166666666666666,27.716666666666665,1.9
2,,Gx,Peg,15.0,0.12166666666666666,27.683333333333334,1.4
3,,Gx,Psc,14.0,0.12166666666666666,8.283333333333333,
7831,,Gx,And,14.0,0.12166666666666666,32.583333333333336,
I1530,,Gx,And,,0.12166666666666666,32.61666666666667,1.8
4,,Gx,Psc,,0.12333333333333334,8.366666666666667,
5,,Gx,And,14.0,0.13,35.35,
7836,,Gx,And,,0.13333333333333333,33.06666666666667,1.2
6,,-,And,,0.13833333333333334,32.5,
7,,Gx,Scl,,0.14,-29.916666666666668,2.5
I   1,,D*,Peg,,0.14,27.716666666666665,
10,,Gx,Scl,,0.14333333333333334,-33.86666666666667,2.7
11,,Gx,And,14.0,0.145,37.43333333333333,
12,,Gx,Psc,15.0,0.145,4.616666666666667,1.9
8,,D*,Peg,,0.14666666666666667,23.833333333333332,
13,,Gx,And,14.0,0.14666666666666667,33.43333333333333,2.7
14,,Gx,Peg,12.0,0.14666666666666667,15.816666666666666,3.0
9,,Gx,Peg,15.0,0.14833333333333334,23.816666666666666,1.5
15,,Gx,Peg,15.0,0.15166666666666667,21.6,
16,,Gx,Peg,12.0,0.15166666666666667,27.733333333333334,2.1
18,,D*,Peg,,0.15666666666666668,27.716666666666665,
19,,-,And,,0.15666666666666668,32.833333333333336,
20,,Gx,And,15.0,0.15833333333333333,33.31666666666667,2.0
I1531,,Gx,Scl,,0.16,-32.28333333333333,1.9
22,,Gx,Peg,15.0,0.16333333333333336,27.833333333333332,
23,,Gx,Peg,12.0,0.165,25.916666666666668,2.3
24,,Gx,Scl,11.5,0.165,-24.966666666666665,5.5
25,,Gx,Phe,,0.165,-57.05,
I1532,,Gx,Tuc,,0.165,-64.36666666666666,1.6
28,,Gx,Phe,,0.1716666666666667,-57.016666666666666,
26,,Gx,Peg,14.0,0.17333333333333334,25.833333333333332,2.2
27,,Gx,And,14.0,0.175,29.0,
31,,Gx,Phe,,0.175,-57.0,
I1533,,,Cet,,0.17666666666666667,-7.416666666666667,
21,,Gx,And,14.0,0.17833333333333332,32.983333333333334,1.4
29,,Gx,And,14.0,0.18000000000000002,33.35,1.8
30,,D*,Peg,,0.18000000000000002,21.95,
32,,Ast,Peg,,0.18166666666666667,18.783333333333335,
33,,D*,Psc,,0.18166666666666667,3.6666666666666665,
17,,,Cet,,0.18333333333333332,-12.1,
I   2,,Gx,Cet,,0.18333333333333332,-12.816666666666666,
34,,Gx,Cet,13.0,0.185,-12.1,
35,,Gx,Cet,14.0,0.18666666666666665,-12.0,
37,,Gx,Phe,,0.18833333333333335,-56.96666666666667,
36,,Gx,Psc,15.0,0.19,6.383333333333334,2.4
38,,Gx,Psc,13.0,0.19833333333333333,-5.6,
I   3,,Gx,Psc,,0.20166666666666666,-0.4166666666666667,
39,,Gx,And,14.0,0.20500000000000002,31.05,
41,,Gx,Peg,14.0,0.21333333333333335,22.033333333333335,
42,,Gx,Peg,15.0,0.215,22.1,
40,,Pl,Cep,11.0,0.21666666666666667,72.53333333333333,0.6
43,,Gx,And,14.0,0.21666666666666667,30.9,
44,,-,And,,0.21833333333333332,31.283333333333335,
I   4,,Gx,Peg,,0.22333333333333333,17.483333333333334,
I1534,,,And,,0.23,48.15,
48,,Gx,And,15.0,0.23333333333333334,48.233333333333334,1.7
I1535,,,And,,0.23333333333333334,48.15,
45,,Gx,Cet,10.4,0.235,-23.183333333333334,8.1
46,,*,Psc,,0.235,5.983333333333333,
I1536,,Gx,And,15.0,0.23666666666666666,48.13333333333333,0.7
49,,Gx,And,15.0,0.23833333333333334,48.233333333333334,
47,,Gx,Cet,13.0,0.24166666666666667,-7.183333333333334,
58,,,Cet,,0.24166666666666667,-7.166666666666667,
51,,Gx,And,15.0,0.24333333333333332,48.25,1.8
52,,Gx,Peg,14.0,0.24333333333333332,18.55,
50,,Gx,Cet,,0.245,-7.333333333333333,
53,,Gx,Tuc,,0.245,-60.333333333333336,2.1
55,,Gx,Scl,8.0,0.24833333333333335,-39.18333333333333,32.4
54,,Gx,Cet,14.0,0.25166666666666665,-7.133333333333334,
56,,-,Psc,,0.25666666666666665,12.433333333333334,
57,,Gx,Psc,13.0,0.25666666666666665,17.3,
59,,Gx,Cet,13.0,0.25833333333333336,-21.45,
60,,Gx,Psc,15.0,0.26666666666666666,-0.3,
I1537,,,Phe,,0.26666666666666666,-39.31666666666667,
61,,Gx,Psc,15.0,0.275,-6.233333333333333,
62,,Gx,Cet,14.0,0.28500000000000003,-13.466666666666667,
I   5,,Gx,Cet,14.0,0.29,-9.55,0.8
64,,Gx,Cet,14.0,0.2916666666666667,-6.85,
63,,Gx,Psc,13.0,0.295,11.45,1.9
I1538,,?,And,,0.3,30.066666666666666,
67,,Gx,And,16.0,0.30333333333333334,30.066666666666666,0.4
68,,Gx,And,13.0,0.305,30.066666666666666,1.5
69,,Gx,And,14.8,0.305,30.033333333333335,0.4
70,,Gx,And,15.0,0.30666666666666664,30.083333333333332,1.7
71,,Gx,And,13.0,0.30666666666666664,30.066666666666666,1.8
I1539,,,And,,0.30666666666666664,30.1,
72,,Gx,And,13.4,0.30833333333333335,30.033333333333335,1.4
73,,Gx,Cet,13.0,0.31333333333333335,-15.35,
74,,Gx,And,16.0,0.315,30.05,
I   6,,Gx,Psc,14.0,0.31666666666666665,-3.2666666666666666,0.5
65,,Gx,Cet,15.0,0.31833333333333336,-22.9,
I   7,,,Psc,,0.31833333333333336,10.55,
I   8,,Gx,Psc,15.0,0.31833333333333336,-3.216666666666667,0.7
66,,Gx,Cet,14.0,0.32,-22.95,
75,,Gx,Psc,15.0,0.325,6.416666666666667,
76,,Gx,And,14.0,0.3266666666666667,29.933333333333334,
I   9,,Gx,Cet,15.0,0.3283333333333333,-14.116666666666667,0.4
I1540,,,And,,0.33,23.716666666666665,
77,,,Cet,,0.3333333333333333,-22.516666666666666,
I1541,,Gx,And,15.0,0.3333333333333333,22.016666666666666,
I  12,,Gx,Psc,16.0,0.3383333333333333,-2.65,0.7
78,,Gx,Psc,14.0,0.33999999999999997,0.8166666666666667,
I  10,,Gx,Cas,10.3,0.33999999999999997,59.3,5.1
I  13,,Gx,Psc,15.0,0.33999999999999997,7.7,1.6
I  11,,,Cas,,0.3416666666666667,56.6,
I1542,,Gx,And,15.0,0.3433333333333334,22.616666666666667,0.7
I1543,,Gx,And,14.0,0.34833333333333333,21.883333333333333,0.8
79,,Gx,And,15.0,0.35,22.566666666666666,
80,,Gx,And,12.1,0.35333333333333333,22.35,2.5
81,,Gx,And,,0.35333333333333333,22.366666666666667,
87,,Gx,Phe,,0.35333333333333333,-48.63333333333333,
88,,Gx,Phe,,0.35500000000000004,-48.65,
89,,Gx,Phe,,0.35500000000000004,-48.68333333333333,
I1544,,,And,,0.35500000000000004,23.033333333333335,
I1545,,,And,,0.35500000000000004,21.983333333333334,
82,,Gx,And,14.0,0.35666666666666663,22.433333333333334,1.3
83,,Gx,And,12.6,0.35666666666666663,22.433333333333334,1.6
85,,Gx,And,15.0,0.35666666666666663,22.5,
84,,Gx,And,17.0,0.35833333333333334,22.6,
86,,Gx,And,15.0,0.35833333333333334,22.55,
92,,Gx,Phe,,0.35833333333333334,-48.63333333333333,
I1546,,,And,,0.35833333333333334,22.5,
I1547,,?,And,,0.36000000000000004,22.516666666666666,
91,,Gx,And,15.0,0.36333333333333334,22.416666666666668,2.5
90,,*,And,,0.365,22.416666666666668,
I1548,,Gx,And,16.0,0.365,22.016666666666666,
93,,Gx,And,14.0,0.36666666666666664,22.416666666666668,
94,,Gx,And,15.0,0.37,22.466666666666665,
95,,Gx,Psc,12.6,0.37,10.5,1.9
96,,Gx,And,17.0,0.3716666666666667,22.55,
97,,Gx,And,13.0,0.3733333333333333,29.733333333333334,
I  14,,,Psc,,0.3766666666666667,10.483333333333333,
98,,Gx,Phe,,0.38,-45.266666666666666,1.8
I1549,,,Psc,,0.38666666666666666,6.983333333333333,
101,,Gx,Scl,13.0,0.3983333333333333,-32.56666666666667,
99,,Gx,Psc,14.0,0.4,15.783333333333333,1.7
100,,Gx,Psc,,0.4,16.483333333333334,5.8
104,47 Tuc,Gb,Tuc,4.0,0.40166666666666667,-72.08333333333333,30.9
102,,Gx,Cet,14.0,0.4066666666666666,-13.95,
I1550,,Gx,And,15.0,0.4066666666666666,38.2,0.6
106,,Gx,Psc,,0.4116666666666667,-5.166666666666667,
103,,OC,Cas,9.8,0.4216666666666667,61.35,5.0
105,,Gx,Psc,13.2,0.4216666666666667,12.883333333333333,1.2
107,,Gx,Cet,,0.4266666666666667,-8.283333333333333,
108,,Gx,And,13.0,0.43166666666666664,29.216666666666665,
109,,Gx,And,15.0,0.43666666666666665,21.816666666666666,
111,,-,Cet,,0.445,-2.6333333333333333,
112,,Gx,And,14.0,0.445,31.716666666666665,
115,,Gx,Scl,,0.44666666666666666,-33.68333333333333,
121,,Gb,Tuc,10.6,0.44666666666666666,-71.53333333333333,1.5
113,,Gx,Cet,13.0,0.45,-2.5,
114,,Gx,Cet,15.0,0.4516666666666667,-1.7833333333333332,
119,,Gx,Phe,,0.4516666666666667,-56.983333333333334,
116,,Gx,Cet,14.0,0.4533333333333333,-7.7,
117,,Gx,Cet,15.0,0.4533333333333333,1.3166666666666667,
118,,Gx,Cet,15.0,0.455,-1.7833333333333332,
110,,OC,Cas,,0.45666666666666667,71.38333333333334,
120,,Gx,Cet,15.0,0.4583333333333333,-1.5166666666666666,1.8
I1551,,Gx,Psc,15.0,0.46,8.883333333333333,2.7
122,,?,Cet,,0.46166666666666667,-1.6333333333333333,
123,,?,Cet,,0.4633333333333333,-1.6,
124,,Gx,Cet,14.0,0.46499999999999997,-1.8166666666666667,1.6
I  16,,Gx,Cet,15.0,0.46499999999999997,-13.083333333333334,0.5
I  15,,,Cet,,0.4666666666666667,-0.06666666666666667,
I  17,,Gx,Cet,15.0,0.475,2.65,
I  20,,Gx,Cet,14.0,0.475,-13.0,0.6
I  18,,Gx,Cet,15.0,0.4766666666666667,-11.566666666666666,0.6
I  19,,Gx,Cet,15.0,0.47833333333333333,-11.633333333333333,0.6
125,,Gx,Psc,12.3,0.48000000000000004,2.8333333333333335,2.0
126,,Gx,Psc,16.0,0.48500000000000004,2.8166666666666664,1.4
127,,Gx,Psc,14.0,0.48666666666666664,2.8666666666666667,1.0
128,,Gx,Psc,11.6,0.48666666666666664,2.85,3.4
I  21,,Gx,Cet,14.0,0.48666666666666664,-0.16666666666666666,0.4
130,,Gx,Psc,14.3,0.48833333333333334,2.8666666666666667,0.9
131,,Gx,Scl,,0.49333333333333335,-33.266666666666666,2.1
I  22,,Gx,Cet,15.0,0.49333333333333335,-9.05,0.6
I1552,,Gx,Psc,15.0,0.49333333333333335,21.483333333333334,1.1
129,,OC,Cas,6.5,0.4983333333333333,60.233333333333334,21.0
132,,Gx,Cet,14.0,0.5033333333333333,2.1,2.0
134,,Gx,Scl,10.1,0.5066666666666666,-33.25,8.1
I  23,,,Cet,,0.515,-12.733333333333333,
138,,Gx,Psc,15.0,0.5166666666666667,5.166666666666667,
139,,Gx,Psc,15.0,0.5166666666666667,5.083333333333333,
137,,Gx,Psc,14.0,0.5183333333333333,10.183333333333334,
133,,OC,Cas,9.0,0.52,63.36666666666667,7.0
I  24,,OC,And,,0.52,30.85,
I  25,,Gx,Cet,15.0,0.52,-0.4,0.8
140,,Gx,And,14.0,0.5216666666666667,30.783333333333335,
142,,Gx,Cet,14.0,0.5216666666666667,-22.616666666666667,
141,,Gx,Psc,15.0,0.5233333333333333,5.183333333333334,
143,,Gx,Cet,15.0,0.5233333333333333,-22.566666666666666,
144,,Gx,Cet,14.0,0.5233333333333333,-22.65,
136,,OC,Cas,,0.525,61.53333333333333,1.0
145,,Gx,Cet,12.8,0.5283333333333333,-5.15,1.8
135,,,Cet,,0.53,-13.366666666666667,
I  26,,,Cet,,0.53,-13.333333333333334,
I1553,,Gx,Scl,14.0,0.545,-25.583333333333332,1.0
152,,Gb,Tuc,12.0,0.5466666666666666,-73.15,
146,,OC,Cas,9.1,0.5516666666666666,63.3,7.0
I  27,,,Cet,,0.5516666666666666,-13.366666666666667,
I  28,,,Cet,,0.5516666666666666,-13.45,
I1554,,Gx,Scl,,0.5516666666666666,-32.266666666666666,1.6
147,,Gx,Cas,9.3,0.5533333333333333,48.5,12.9
149,,Gx,And,15.0,0.5616666666666668,30.716666666666665,
151,,Gx,Cet,11.5,0.5666666666666667,-9.7,3.7
153,,,Cet,,0.5666666666666667,-9.7,
154,,Gx,Cet,14.0,0.5683333333333334,-12.65,
I  29,,Gx,Cet,15.0,0.5700000000000001,-2.183333333333333,0.6
148,,Gx,Scl,12.1,0.5716666666666667,-31.783333333333335,2.4
150,,Gx,Scl,11.1,0.5716666666666667,-27.8,4.2
I  30,,Gx,Cet,15.0,0.5716666666666667,-2.0833333333333335,0.4
I  31,,Gx,Psc,15.0,0.5733333333333334,12.283333333333333,1.4
156,,D*,Cet,,0.5766666666666667,-8.35,
159,,Gx,Phe,,0.5766666666666667,-55.78333333333333,
I1555,,Gx,Scl,,0.5766666666666667,-30.016666666666666,1.5
155,,Gx,Cet,13.0,0.5783333333333334,-10.766666666666667,
157,,Gx,Cet,10.4,0.58,-8.4,4.3
158,,D*?,Cet,,0.5816666666666667,-8.316666666666666,
I  32,,Gx,Cet,15.0,0.5833333333333334,-2.1333333333333333,0.4
I  33,,Gx,Cet,15.0,0.5850000000000001,-2.1333333333333333,0.5
I1556,,?,Cet,,0.5850000000000001,-9.566666666666666,
167,,Gx,Cet,13.0,0.5883333333333333,-23.366666666666667,
161,,Gx,Cet,15.0,0.5916666666666667,-2.8333333333333335,
I1557,,Gx,Cet,16.0,0.5916666666666667,-2.85,0.6
I  34,,Gx,Psc,14.0,0.5933333333333334,9.133333333333333,3.4
166,,Gx,Cet,15.0,0.5966666666666666,-13.616666666666667,
176,,OC,Tuc,12.0,0.5966666666666666,-73.18333333333334,
I1558,,Gx,Scl,,0.5966666666666666,-25.366666666666667,3.4
163,,Gx,Cet,12.8,0.6,-10.116666666666667,1.4
160,,Gx,And,12.4,0.6016666666666667,23.95,3.2
162,,Gx,And,,0.6016666666666667,23.966666666666665,
164,,Gx,Psc,16.0,0.6083333333333333,2.75,
165,,Gx,Cet,13.2,0.6083333333333333,-10.1,1.6
168,,Gx,Cet,14.0,0.6116666666666667,-22.6,
170,,Gx,Cet,15.0,0.6116666666666667,1.85,
169,,Gx,And,13.0,0.615,23.983333333333334,3.0
174,,Gx,Scl,14.0,0.615,-29.483333333333334,
I1559,,Gx,And,,0.615,23.983333333333334,0.9
173,,Gx,Cet,15.0,0.62,1.9333333333333333,3.5
172,,Gx,Cet,,0.6216666666666666,-22.6,2.6
171,,,Cet,,0.6233333333333333,-19.933333333333334,
175,,Gx,Cet,12.1,0.6233333333333333,-19.933333333333334,2.6
177,,Gx,Cet,13.0,0.625,-22.566666666666666,
I  35,,Gx,Psc,15.0,0.6283333333333334,10.35,1.3
I1560,,,Cet,,0.6283333333333334,2.6666666666666665,
179,,Gx,Cet,14.0,0.63,-17.883333333333333,
I  36,,,Cet,,0.63,-15.433333333333334,
180,,Gx,Psc,14.0,0.6333333333333333,8.633333333333333,2.6
181,,Gx,And,15.0,0.6366666666666667,29.466666666666665,
182,,Gx,Psc,12.6,0.6366666666666667,2.7333333333333334,2.3
183,,Gx,And,14.0,0.6383333333333333,29.5,
184,,Gx,And,15.0,0.6416666666666667,29.433333333333334,
186,,Gx,Psc,15.0,0.6416666666666667,3.15,
I  37,,Gx,Cet,15.0,0.6416666666666667,-15.383333333333333,0.7
I1561,,Gx,Cet,14.0,0.6416666666666667,-24.333333333333332,1.3
I  38,,Gx,Cet,14.0,0.6433333333333333,-15.433333333333334,0.6
I1562,,Gx,Cet,,0.6433333333333333,-24.283333333333335,2.1
190,,Gx,Psc,14.0,0.6483333333333333,7.033333333333333,1.0
185,,Gx,Cas,9.2,0.65,48.333333333333336,11.5
191,,Gx,Cet,12.0,0.65,-9.0,1.5
I1563,,Gx,Cet,,0.65,-9.016666666666667,0.6
178,,Gx,Cet,12.6,0.6516666666666667,-14.166666666666666,2.0
209,,Gx,Cet,14.0,0.6516666666666667,-18.633333333333333,
I  39,,,Cet,,0.6516666666666667,-14.166666666666666,
I1564,,,Psc,,0.6533333333333334,5.966666666666667,
192,,Gx,Cet,14.0,0.6549999999999999,0.85,2.3
193,,Gx,Psc,12.3,0.6549999999999999,3.3333333333333335,1.7
194,,Gx,Psc,12.1,0.6549999999999999,3.033333333333333,1.9
196,,Gx,Cet,14.0,0.6549999999999999,0.9,
197,,Gx,Cet,15.0,0.6566666666666666,0.8833333333333333,
198,,Gx,Psc,12.8,0.6566666666666666,2.8,1.3
I1565,,Gx,Psc,,0.6566666666666666,6.716666666666667,1.7
I1566,,Gx,Psc,15.0,0.6566666666666666,6.8,0.6
I  40,,Gx,Cet,15.0,0.6583333333333333,2.4333333333333336,1.2
187,,Gx,Cet,13.0,0.66,-14.683333333333334,
189,,OC,Cas,8.8,0.66,61.06666666666667,4.0
195,,Gx,Cet,,0.66,-9.2,1.3
199,,Gx,Psc,15.0,0.66,3.1166666666666667,
200,,Gx,Psc,14.0,0.66,2.8833333333333333,2.0
I1567,,,Psc,,0.66,6.616666666666667,
201,,Gx,Cet,15.0,0.6616666666666667,0.85,2.2
202,,Gx,Psc,15.0,0.6616666666666667,3.5166666666666666,
203,,Gx,Psc,15.0,0.6616666666666667,3.4333333333333336,
I  41,,,Cet,,0.6616666666666667,-14.166666666666666,
204,,Gx,Psc,14.0,0.6633333333333333,3.283333333333333,
I1568,,Gx,Psc,15.0,0.6649999999999999,6.833333333333333,0.8
207,,,Cet,,0.6666666666666666,-14.3,
212,,Gx,Phe,,0.6683333333333333,-56.166666666666664,
205,M 110,Gx,And,8.0,0.6733333333333333,41.68333333333333,17.4
208,,Gx,Psc,15.0,0.6733333333333333,2.7333333333333334,
I1569,,Gx,Psc,15.0,0.6733333333333333,6.7,0.2
220,,OC,Tuc,11.0,0.675,-73.4,
206,,C+N,And,,0.6766666666666666,40.733333333333334,
210,,Gx,Cet,10.9,0.6766666666666666,-13.866666666666667,5.4
222,,OC,Tuc,11.0,0.6766666666666666,-73.4,
I1570,,,Psc,,0.6766666666666666,6.75,
I1571,,Gx,Cet,15.0,0.6783333333333333,-0.31666666666666665,1.3
215,,Gx,Phe,,0.6799999999999999,-56.21666666666667,1.2
211,,*,Psc,,0.6833333333333333,3.4333333333333336,
231,,OC,Tuc,12.0,0.6833333333333333,-73.36666666666666,
I  42,,Gx,Cet,15.0,0.685,-15.433333333333334,0.6
213,,Gx,Psc,15.0,0.6866666666666668,16.466666666666665,
I1572,,,Psc,,0.6866666666666668,16.266666666666666,
216,,Gx,Cet,13.3,0.69,-21.05,1.8
214,,Gx,And,12.2,0.6916666666666667,25.5,2.1
217,,Gx,Cet,,0.6916666666666667,-10.033333333333333,3.3
218,,Gx,And,15.0,0.6966666666666667,36.35,
I  44,,Gx,Cet,14.0,0.7033333333333334,0.85,0.5
I1573,,,Cet,,0.7033333333333334,-23.533333333333335,
219,,Gx,Cet,15.0,0.705,0.9,
230,,Gx,Cet,15.0,0.7066666666666667,-23.633333333333333,
I  43,,Gx,And,,0.7066666666666667,29.633333333333333,2.1
227,,Gx,Cet,13.0,0.7100000000000001,-1.5333333333333332,2.1
221,M  32,Gx,And,8.2,0.7116666666666667,40.86666666666667,7.6
223,,Gx,Cet,14.0,0.7116666666666667,0.85,
224,Great Nebula in Andromeda,Gx,And,3.5,0.7116666666666667,41.266666666666666,178.0
224,M  31,Gx,And,3.5,0.7116666666666667,41.266666666666666,178.0
232,,Gx,Cet,14.0,0.7116666666666667,-23.566666666666666,
I  45,,,And,,0.7116666666666667,29.666666666666668,
226,,Gx,And,14.0,0.7133333333333333,32.56666666666667,
228,,Gx,And,15.0,0.7133333333333333,23.5,
235,,Gx,Cet,14.0,0.7133333333333333,-23.55,
I  47,,?,Cet,,0.715,-13.75,
229,,Gx,And,14.0,0.7166666666666667,23.483333333333334,
I  46,,Gx,And,15.0,0.7166666666666667,27.25,
I1574,,Gx,Cet,,0.7183333333333334,-22.25,2.5
225,,OC,Cas,7.0,0.7233333333333333,61.78333333333333,12.0
233,,Gx,And,14.0,0.7233333333333333,30.583333333333332,
234,,Gx,Psc,13.0,0.7233333333333333,14.333333333333334,
238,,Gx,Phe,,0.7233333333333333,-50.18333333333333,1.9
241,,-,Tuc,,0.7233333333333333,-73.43333333333334,
236,,Gx,Psc,14.0,0.725,2.9333333333333336,
237,,Gx,Cet,14.0,0.725,-0.11666666666666667,1.8
242,,OC,Tuc,12.0,0.7266666666666667,-73.45,
I  48,,,Cet,,0.7266666666666667,-7.883333333333333,
I1575,,,Cet,,0.7266666666666667,-4.15,
188,,OC,Cep,8.1,0.7333333333333333,85.33333333333333,14.0
I  49,,Gx,Cet,,0.7333333333333333,1.85,1.9
I1576,,Gx,Scl,15.0,0.7366666666666667,-25.1,0.6
I1578,,Gx,Scl,14.0,0.7416666666666667,-25.066666666666666,0.6
239,,,Cet,,0.7433333333333334,-3.783333333333333,
I1577,,,Cet,,0.7433333333333334,-8.133333333333333,
240,,Gx,Psc,15.0,0.7516666666666667,6.133333333333334,
248,,Nb,Tuc,,0.7566666666666666,-73.38333333333334,
249,,Nb,Tuc,,0.7566666666666666,-73.08333333333333,
I1579,,Gx,Scl,15.0,0.76,-26.566666666666666,0.8
244,,Gx,Cet,13.3,0.7633333333333333,-15.6,1.3
243,,Gx,And,14.0,0.765,29.933333333333334,
256,,C+N,Tuc,12.0,0.765,-73.5,
245,,Gx,Cet,13.0,0.7683333333333333,-1.7333333333333334,1.4
I1581,,,Scl,,0.7683333333333333,-25.9,
I  50,,Gx,Cet,14.0,0.77,-9.5,0.6
I1580,,,And,,0.7716666666666666,29.916666666666668,
I1582,,Gx,Cet,15.0,0.7716666666666666,-24.3,1.2
I  51,,Gx,Cet,13.0,0.7733333333333333,-13.433333333333334,1.0
261,,Nb,Tuc,,0.775,-73.11666666666666,
246,,Pl,Cet,8.0,0.7833333333333333,-11.883333333333333,3.8
247,,Gx,Cet,8.9,0.785,-20.766666666666666,20.0
I1583,,,And,,0.7866666666666667,23.083333333333332,
250,,Gx,Psc,15.0,0.7883333333333333,7.916666666666667,
I1585,,,And,,0.7883333333333333,23.05,
I1584,,Gx,And,15.0,0.7899999999999999,27.816666666666666,1.8
254,,Gx,Scl,11.8,0.7916666666666666,-31.416666666666668,2.1
253,Sculptor galaxy,Gx,Scl,7.1,0.7933333333333333,-25.283333333333335,25.1
265,,Gb,Tuc,12.0,0.7933333333333333,-73.48333333333333,
251,,Gx,Psc,14.0,0.7966666666666666,19.566666666666666,
255,,Gx,Cet,11.8,0.7966666666666666,-11.466666666666667,3.1
I1586,,Gx,And,,0.7983333333333333,22.366666666666667,
252,,Gx,And,13.0,0.8,27.633333333333333,1.8
267,,C+N,Tuc,,0.8,-73.28333333333333,
257,,Gx,Psc,14.0,0.8016666666666666,8.316666666666666,2.1
259,,Gx,Cet,,0.8016666666666666,-2.783333333333333,3.2
258,,Gx,And,15.0,0.8033333333333333,27.633333333333333,
264,,Gx,Scl,,0.8049999999999999,-38.233333333333334,0.9
I  52,,Gx,Psc,15.0,0.8066666666666666,4.1,1.2
269,,Gb,Tuc,12.0,0.8083333333333333,-73.53333333333333,
260,,Gx,And,14.0,0.81,27.7,1.0
262,,Gx,And,15.0,0.8133333333333332,31.95,1.4
I1587,,Gx,Cet,15.0,0.8133333333333332,-23.566666666666666,0.8
263,,Gx,Cet,14.0,0.815,-13.1,
266,,Gx,Psc,13.0,0.83,32.266666666666666,3.2
268,,Gx,Cet,13.0,0.8366666666666667,-5.2,1.7
I  53,,,Psc,,0.8416666666666667,10.616666666666667,
270,,Gx,Cet,13.0,0.8450000000000001,-8.65,
271,,Gx,Cet,13.0,0.8466666666666666,-1.8833333333333333,2.5
273,,Gx,Cet,13.0,0.8466666666666666,-6.883333333333333,2.6
I  54,,D*,Cet,,0.8466666666666666,-2.283333333333333,
274,,Gx,Cet,13.0,0.85,-7.05,1.7
